HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References
1999,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,brachyotis,Lesser short-nosed fruit bat,213.0,213.0,112.0,,1.0,2.0,,6.2,,45.0,,10.1,671,captivity,medium,acceptable,,,0.262,37.2,309.65,"36,420,434,455,671,971,978"
2000,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus,sphinx,Greater short-nosed fruit bat,150.0,525.0,120.0,42.0,1.2,2.0,,11.0,25.0,75.0,,10.0,671,captivity,small,acceptable,,,,,,"434,455,671"
2001,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Dobsonia,moluccensis,Moluccan naked-backed fruit bat,,,150.0,180.0,1.0,1.0,,55.0,,430.0,,12.3,671,captivity,small,acceptable,,,1.411,312.4,309.95,"36,420,434,455,671,971"
2002,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Eidolon,helvum,Straw-colored fruit bat,,,275.0,65.0,1.0,1.0,365.0,50.0,135.0,306.25,,21.8,671,captivity,large,acceptable,,,,,307.65,"424,434,455,671,971,1059,1119"
2003,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,gambianus,Gambian epauletted fruit bat,,,150.0,,1.0,1.5,,10.0,,80.0,,7.8,671,captivity,small,acceptable,,,,,,"434,455,671,978"
2004,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,wahlbergi,Wahlberg's epauletted fruit bat,,,165.0,,1.0,2.0,,,,80.0,,10.1,671,captivity,tiny,acceptable,,,,,,"434,455,671,971"
2005,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Haplonycteris,fischeri,Philippine pygmy fruit bat,120.0,315.0,90.0,70.0,1.0,1.0,,2.74,,18.0,,10.0,434,unknown,medium,acceptable,,,,,,"434,455,971,978"
2006,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hammer-headed fruit bat,180.0,420.0,120.0,,1.3,2.0,,40.0,,330.0,,,,unknown,small,low,,,,,,"434,455,542,671,971"
2007,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,alecto,Black flying fox,,,,,1.2,1.0,,,,672.1,,19.7,671,captivity,small,acceptable,,,,,,"455,671,730,971"
2008,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,conspicillatus,Spectacled flying fox,,,180.0,,1.0,,,,,775.7,,,,unknown,small,low,,,,,,"455,671,730"
2009,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,dasymallus,Ryukyu flying fox,,,,,1.0,,,,,435.0,,24.0,671,captivity,small,acceptable,,,,,,"671,730,971"
2010,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,giganteus,Indian flying fox,365.0,365.0,145.0,120.0,1.0,1.0,365.0,45.0,,1175.0,,40.0,671,captivity,large,high,,,1.6219999999999999,562.2,309.85,"36,420,424,434,455,671,971"
2011,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,hypomelanus,Variable flying fox,,,,,1.0,1.0,,,,450.0,,20.3,671,captivity,medium,acceptable,,,1.618,520.8,308.85,"36,420,434,671,971"
2012,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,livingstonii,Comoro black flying fox,,,152.0,,1.0,,,137.0,,696.5,,15.0,671,captivity,medium,acceptable,,,,,,"671,730,978"
2013,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,lylei,Lyle's flying fox,,,,,,,,,,316.7,,20.4,671,captivity,medium,acceptable,,,,,,"671,730"
2014,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,niger,Greater mascarene flying fox,,,,,1.0,,,,,456.3,,19.4,671,captivity,small,acceptable,,,,,,"671,730,971"
2015,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,poliocephalus,Gray-headed flying fox,540.0,540.0,190.0,,1.0,1.0,,80.0,,675.0,,23.6,671,captivity,medium,acceptable,,,1.768,598.0,309.65,"36,420,455,671,971"
2016,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,pselaphon,Bonin flying fox,,,,,1.0,,,,,,,16.7,671,captivity,small,acceptable,,,,,,"671,971"
2017,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,pumilus,Little golden-mantled flying fox,,,,,,2.0,,,,200.0,,17.2,671,captivity,medium,acceptable,,,0.705,194.2,309.25,"36,420,671,971"
2018,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,rodricensis,Rodriguez flying fox,,,198.0,,1.0,1.0,,45.0,,350.0,,28.0,671,captivity,large,acceptable,,,0.753,254.5,309.65,"36,420,424,455,671,971"
2019,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,scapulatus,Little red flying fox,540.0,540.0,,,1.0,1.0,,,,300.0,,15.8,671,captivity,small,acceptable,,,1.3530000000000002,362.0,310.15,"36,420,455,671,971"
2020,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,vampyrus,Large flying fox,,,,,1.0,1.0,,,,872.0,,20.9,671,captivity,medium,acceptable,,,4.486000000000001,1024.3,310.05,"36,420,434,455,671,971"
2021,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus,voeltzkowi,Pemba flying fox,,,152.0,,1.0,1.0,,,,527.5,,,,unknown,tiny,low,,,,,,"671,730,971,978"
2022,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Egyptian rousette,365.0,365.0,116.0,122.0,1.0,2.0,,21.06,73.8,125.0,0.0149,22.9,424,wild,large,acceptable,,,0.684,146.0,307.95,"36,420,424,434,455,731,971"
2023,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,lanosus,Long-haired rousette,,,,,,2.0,,,,103.0,,18.7,671,captivity,medium,acceptable,,,,,,"671,730,971"
2024,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus,leschenaultii,Leschenault's rousette,150.0,455.0,115.0,,1.0,2.0,,12.0,,108.25,,14.0,671,captivity,medium,acceptable,,,,,,"424,434,455,671,971"
2025,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,euryale,Mediterranean horseshoe bat,821.0,821.0,90.0,,1.0,1.0,,3.89,,8.2,,13.0,970,unknown,medium,questionable,,,,,,"970,971,978"
2026,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Greater horseshoe bat,730.0,730.0,80.0,60.0,1.0,1.0,365.0,5.8,,22.875,,30.5,1,wild,medium,acceptable,,,,,,"1,424,434,455,477,971"
2027,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Lesser horseshoe bat,500.0,471.0,67.0,35.0,1.0,1.0,365.0,2.1,,4.6,,29.4,970,wild,large,acceptable,,,,,,"424,455,970,971,978"
2028,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,Smaller horseshoe bat,730.0,730.0,128.0,61.0,1.0,1.0,,,,9.8,,,,unknown,small,low,,,,,,"424,434,455,563,971"
2029,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Antrozous,pallidus,Pallid bat,365.0,365.0,62.0,50.0,2.0,,,3.1,,20.8,0.0543,14.8,671,captivity,small,acceptable,,,0.10400000000000001,22.0,307.15,"36,420,424,434,455,478,671,730,731"
2030,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Barbastella,barbastellus,Western barbastelle,,,,,2.0,1.0,365.0,,,10.25,,23.0,424,wild,medium,acceptable,,,,,,"424,434,455,978"
2031,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,Rafinesque's big-eared bat,182.0,182.0,53.0,,1.0,1.0,365.0,2.5,,11.1,,,,unknown,small,low,,,,,,"424,434,455,971"
2032,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Townsend's big-eared bat,,,78.0,42.0,1.0,1.0,365.0,2.4,,14.25,,20.5,424,wild,medium,acceptable,,,,,,"424,434,441,455,971"
2033,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,fuscus,Big brown bat,547.0,730.0,35.0,,2.0,1.0,365.0,3.9,17.2,23.0,0.062,19.0,424,wild,medium,acceptable,,,0.113,13.3,309.15,"36,420,424,441,455,715,731,912,971,1136"
2034,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,nilssonii,Northern bat,,,,,1.5,1.0,365.0,4.52,,13.0,,20.0,970,wild,medium,acceptable,,,,,,"424,434,455,970,971,978"
2035,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,serotinus,Serotine,,,68.0,,1.5,1.0,,5.3,,18.2,0.0487,21.0,970,wild,medium,acceptable,,,,,,"424,434,455,731,970,971"
2036,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,noctivagans,Silver-haired bat,152.0,152.0,55.0,36.0,2.0,1.0,365.0,1.67,,10.0,,12.0,1,wild,medium,acceptable,,,,,,"1,424,434,441,455,971"
2037,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,cinereus,Hoary bat,,,56.0,34.0,2.0,1.0,365.0,5.5,9.5,24.0,,14.0,424,wild,medium,acceptable,,,,,307.95,"424,434,442,455,971,1032"
2038,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,bechsteinii,Bechstein's bat,,,,,1.0,1.0,365.0,,,10.5,,21.0,970,wild,medium,acceptable,,,,,,"424,455,542,970,978"
2039,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,blythii,Lesser mouse-eared bat,,,,,1.0,,,,,23.0,,33.0,424,wild,medium,acceptable,,,,,,"424,455"
2040,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,brandtii,Brandt's bat,,,,,,,,,,7.0,,41.0,424,wild,medium,acceptable,,,,,,"60,424,477,1127"
2041,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,dasycneme,Pond bat,,,,,1.0,,,,,15.0,,20.5,424,wild,medium,acceptable,,,,,,"424,971"
2042,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,daubentonii,Daubenton's bat,730.0,730.0,54.0,,1.0,1.0,,2.09,,8.5,,28.0,424,wild,medium,acceptable,,,,,,"424,455,477,479,971"
2043,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,emarginatus,Geoffroy's bat,456.0,456.0,,,1.0,1.0,365.0,,,11.0,,22.7,424,wild,medium,acceptable,,,,,,"424,455,971"
2044,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,evotis,Western long-eared myotis,,,,,1.0,1.0,365.0,1.22,,7.4,,22.0,424,wild,medium,acceptable,,,,,,"424,441,455,971"
2045,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,grisescens,Gray myotis,456.0,456.0,,,1.0,1.0,365.0,2.9,,9.25,0.0964,16.5,1,wild,medium,acceptable,,,,,,"1,424,441,455,731,971"
2046,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,keenii,Keen's myotis,,,,,1.0,1.0,365.0,,,7.4,,19.0,424,wild,medium,acceptable,,,,,,"424,441,455,971"
2047,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,leibii,Eastern small-footed myotis,,,,,1.0,1.0,365.0,,,5.6,,12.0,424,wild,medium,acceptable,,,,,,"424,455,978"
2048,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Little brown bat,210.0,210.0,55.0,25.0,1.0,1.0,365.0,1.96,,10.0,0.11599999999999999,34.0,424,wild,medium,acceptable,,,0.051,5.8,305.15,"36,74,178,295,424,428,434,441,455,477,731,777,971,1051,1136"
2049,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,myotis,Mouse-eared bat,502.0,502.0,65.0,42.0,1.0,1.0,365.0,5.9,,28.55,0.109,37.1,970,wild,large,acceptable,,,,,308.15,"424,434,455,565,731,970,971,1048,1265"
2050,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,mystacinus,Whiskered bat,365.0,456.0,,,1.0,,365.0,,,5.3,,24.0,424,wild,medium,acceptable,,,,,,"424,455,564"
2051,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nattereri,Natterer's bat,,,,60.0,1.0,1.0,365.0,,,7.5,,23.7,970,wild,medium,acceptable,,,,,,"424,455,565,970,971"
2052,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Black myotis,98.0,98.0,55.0,38.0,1.0,2.0,,1.0,3.7,4.2,,7.0,1,wild,medium,acceptable,,,0.027000000000000003,3.7,307.15,"1,36,420,424,434,455,730,971"
2053,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,sodalis,Indiana bat,,,,,1.0,1.0,,4.53,,7.7,,20.0,424,wild,medium,acceptable,,,,,,"424,441,455,978"
